ProteinA	UniProtID_A	GeneName_A	ProteinB	UniProtID_B	GeneName_B	MethodType	Method	Publication	Source
VE7_HPV2A	P25485	E7	RPTOR_HUMAN	Q8N122	RPTOR	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV2A	P25485	E7	F184A_HUMAN	Q8NB25	FAM184A	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV2A	P25485	E7	TBD2B_HUMAN	Q9UPU7	TBC1D2B	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV2A	P25485	E7	UMPS_HUMAN	P11172	UMPS	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV2A	P25485	E7	UBR5_HUMAN	O95071	UBR5	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV2A	P25485	E7	PTN14_HUMAN	Q15678	PTPN14	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV2A	P25485	E7	TBC15_HUMAN	Q8TC07	TBC1D15	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV2A	P25485	E7	MTAP2_HUMAN	P11137	MAP2	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV04	Q07857	E7	IKKA_HUMAN	O15111	CHUK	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Byg, LM. et al., 2012 (PMID:22776252)	IntAct (Acc:EBI-9690343)
VE7_HPV04	Q07857	E7	IKKA_HUMAN	O15111	CHUK	physical association (MI:0915)	anti tag coimmunoprecipitation (MI:0007)	Byg, LM. et al., 2012 (PMID:22776252)	IntAct (Acc:EBI-9690447)
VE7_HPV05	P06932	E7	BYST_HUMAN	Q13895	BYSL	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737567)
VE7_HPV05	P06932	E7	CAH8_HUMAN	P35219	CA8	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737572)
VE7_HPV05	P06932	E7	ERG_HUMAN	P11308	ERG	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737577)
VE7_HPV05	P06932	E7	MFAP1_HUMAN	P55081	MFAP1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737601)
VE7_HPV05	P06932	E7	AAPK1_HUMAN	Q13131	PRKAA1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737606)
VE7_HPV05	P06932	E7	RBM4_HUMAN	Q9BWF3	RBM4	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737611)
VE7_HPV05	P06932	E7	REL_HUMAN	Q04864	REL	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737616)
VE7_HPV05	P06932	E7	RING1_HUMAN	Q06587	RING1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737621)
VE7_HPV05	P06932	E7	SDCB1_HUMAN	O00560	SDCBP	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737626)
VE7_HPV05	P06932	E7	ZBT25_HUMAN	P24278	ZBTB25	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737631)
VE7_HPV05	P06932	E7	ZN131_HUMAN	P52739	ZNF131	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737636)
VE7_HPV05	P06932	E7	DNJA3_HUMAN	Q96EY1	DNAJA3	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737641)
VE7_HPV05	P06932	E7	UT14C_HUMAN	Q5TAP6	UTP14C	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737665)
VE7_HPV05	P06932	E7	POP7_HUMAN	O75817	POP7	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737670)
VE7_HPV05	P06932	E7	MBIP1_HUMAN	Q9NS73	MBIP	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737675)
VE7_HPV05	P06932	E7	TASO2_HUMAN	Q5VWN6	TASOR2	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737680)
VE7_HPV05	P06932	E7	NTAQ1_HUMAN	Q96HA8	NTAQ1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737685)
VE7_HPV05	P06932	E7	F90A1_HUMAN	Q86YD7	FAM90A1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737690)
VE7_HPV05	P06932	E7	BIN3_HUMAN	Q9NQY0	BIN3	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737695)
VE7_HPV05	P06932	E7	P66B_HUMAN	Q8WXI9	GATAD2B	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737700)
VE7_HPV05	P06932	E7	CN093_HUMAN	Q9H972	C14orf93	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737705)
VE7_HPV05	P06932	E7	SCNM1_HUMAN	Q9BWG6	SCNM1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737710)
VE7_HPV05	P06932	E7	CEP44_HUMAN	Q9C0F1	CEP44	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737715)
VE7_HPV05	P06932	E7	IN80B_HUMAN	Q9C086	INO80B	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737720)
VE7_HPV05	P06932	E7	PAR6B_HUMAN	Q9BYG5	PARD6B	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737725)
VE7_HPV05	P06932	E7	GLYR1_HUMAN	Q49A26	GLYR1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737730)
VE7_HPV05	P06932	E7	LNX1_HUMAN	Q8TBB1	LNX1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737735)
VE7_HPV05	P06932	E7	CA094_HUMAN	Q6P1W5	C1orf94	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737740)
VE7_HPV05	P06932	E7	TSR2_HUMAN	Q969E8	TSR2	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737745)
VE7_HPV05	P06932	E7	LYPL1_HUMAN	Q5VWZ2	LYPLAL1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737750)
VE7_HPV05	P06932	E7	MIPO1_HUMAN	Q8TD10	MIPOL1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737755)
VE7_HPV05	P06932	E7	F200A_HUMAN	Q8TCP9	FAM200A	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737760)
VE7_HPV05	P06932	E7	BEND7_HUMAN	Q8N7W2	BEND7	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737765)
VE7_HPV05	P06932	E7	IHO1_HUMAN	Q8IYA8	IHO1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737770)
VE7_HPV05	P06932	E7	VKOR1_HUMAN	Q9BQB6	VKORC1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11725007)
VE7_HPV05	P06932	E7	UBR4_HUMAN	Q5T4S7	UBR4	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11725007)
VE7_HPV05	P06932	E7	SQOR_HUMAN	Q9Y6N5	SQOR	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11725007)
VE7_HPV05	P06932	E7	SYSM_HUMAN	Q9NP81	SARS2	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11725007)
VE7_HPV05	P06932	E7	RB_HUMAN	P06400	RB1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11725007)
VE7_HPV05	P06932	E7	LYOX_HUMAN	P28300	LOX	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11725007)
VE7_HPV05	P06932	E7	KCMF1_HUMAN	Q9P0J7	KCMF1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11725007)
VE7_HPV05	P06932	E7	COPA_HUMAN	P53621	COPA	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11725007)
VE7_HPV05	P06932	E7	CN37_HUMAN	P09543	CNP	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11725007)
VE7_HPV6B	P06464	E7	FOSL2_HUMAN	P15408	FOSL2	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737775)
VE7_HPV6B	P06464	E7	RARA_HUMAN	P10276	RARA	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737780)
VE7_HPV6B	P06464	E7	REL_HUMAN	Q04864	REL	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737785)
VE7_HPV6B	P06464	E7	NUMBL_HUMAN	Q9Y6R0	NUMBL	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737790)
VE7_HPV6B	P06464	E7	USH1C_HUMAN	Q9Y6N9	USH1C	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737795)
VE7_HPV6B	P06464	E7	S30BP_HUMAN	Q9UHR5	SAP30BP	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737800)
VE7_HPV6B	P06464	E7	RGAP1_HUMAN	Q9H0H5	RACGAP1	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737805)
VE7_HPV6B	P06464	E7	ZMY10_HUMAN	O75800	ZMYND10	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737810)
VE7_HPV6B	P06464	E7	LST8_HUMAN	Q9BVC4	MLST8	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737815)
VE7_HPV6B	P06464	E7	CEP44_HUMAN	Q9C0F1	CEP44	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737820)
VE7_HPV6B	P06464	E7	F136A_HUMAN	Q96C01	FAM136A	physical association (MI:0915)	two hybrid array (MI:0397)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11737825)
VE7_HPV6B	P06464	E7	PCLO_HUMAN	Q9Y6V0	PCLO	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	VKOR1_HUMAN	Q9BQB6	VKORC1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	UBR4_HUMAN	Q5T4S7	UBR4	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	UBE2A_HUMAN	P49459	UBE2A	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	TFDP1_HUMAN	Q5JSB6	TFDP1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	SQOR_HUMAN	Q9Y6N5	SQOR	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	SLAI2_HUMAN	Q9P270	SLAIN2	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	SYSM_HUMAN	Q9NP81	SARS2	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	RS27L_HUMAN	Q71UM5	RPS27L	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	RBL2_HUMAN	Q08999	RBL2	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	RBL1_HUMAN	P28749	RBL1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	RB_HUMAN	P06400	RB1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	PTN21_HUMAN	Q16825	PTPN21	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	PTN14_HUMAN	Q15678	PTPN14	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	PDLI7_HUMAN	Q9NR12	PDLIM7	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	RT12_HUMAN	O15235	MRPS12	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	OGA_HUMAN	O60502	OGA	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	CARL3_HUMAN	Q8ND23	CARMIL3	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	LYOX_HUMAN	P28300	LOX	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	KCMF1_HUMAN	Q9P0J7	KCMF1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	JAK1_HUMAN	P23458	JAK1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	FOXK1_HUMAN	P85037	FOXK1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	COPE_HUMAN	O14579	COPE	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	COPA_HUMAN	P53621	COPA	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	CN37_HUMAN	P09543	CNP	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	CE170_HUMAN	Q5SW79	CEP170	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	AP2S1_HUMAN	P53680	AP2S1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	AP2M1_HUMAN	Q96CW1	AP2M1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	AP2B1_HUMAN	P63010	AP2B1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	AP2A2_HUMAN	O94973	AP2A2	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	AP2A1_HUMAN	O95782	AP2A1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	ABHDA_HUMAN	Q9NUJ1	ABHD10	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	AAK1_HUMAN	Q2M2I8	AAK1	association (MI:0914)	tandem affinity purification (MI:0676)	Rozenblatt-Rosen, O. et al., 2012 (PMID:22810586)	IntAct (Acc:EBI-11724106)
VE7_HPV6B	P06464	E7	E2F1_HUMAN	Q01094	E2F1	direct interaction (MI:0407)	pull down (MI:0096)	Hwang, SG. et al., 2002 (PMID:11713253)	IntAct (Acc:EBI-8040085)
VE7_HPV6B	P06464	E7	DNJA3_HUMAN	Q96EY1	DNAJA3	direct interaction (MI:0407)	pull down (MI:0096)	Schilling, B. et al., 1998 (PMID:9683573)	IntAct (Acc:EBI-8678968)
VE7_HPV6B	P06464	E7	CDN1A_HUMAN	P38936	CDKN1A	direct interaction (MI:0407)	pull down (MI:0096)	Jones, DL. et al., 1997 (PMID:9284049)	IntAct (Acc:EBI-8617357)
VE7_HPV6B	P06464	E7	CSK21_HUMAN	P68400	CSNK2A1	phosphorylation reaction (MI:0217)	enzymatic study (MI:0415)	Barbosa, MS. et al., 1990 (PMID:2153075)	IntAct (Acc:EBI-8661910)
VE7_HPV6B	P06464	E7	UBR4_HUMAN	Q5T4S7	UBR4	association (MI:0914)	coimmunoprecipitation (MI:0019)	Huh, KW. et al., 2005 (PMID:16061792)	IntAct (Acc:EBI-7727783)
VE7_HPV6B	P06464	E7	RB_HUMAN	P06400	RB1	physical association (MI:0915)	coimmunoprecipitation (MI:0019)	Huh, KW. et al., 2005 (PMID:16061792)	IntAct (Acc:EBI-7727768)
VE7_HPV6B	P06464	E7	RB_HUMAN	P06400	RB1	physical association (MI:0915)	coimmunoprecipitation (MI:0019)	Barbosa, MS. et al., 1990 (PMID:2153075)	IntAct (Acc:EBI-8661958)
VE7_HPV6B	P06464	E7	UBR4_HUMAN	Q5T4S7	UBR4	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV6B	P06464	E7	KCMF1_HUMAN	Q9P0J7	KCMF1	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV6B	P06464	E7	RBL2_HUMAN	Q08999	RBL2	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
VE7_HPV6B	P06464	E7	RB_HUMAN	P06400	RB1	association (MI:0914)	detection by mass spectrometry (MI:0943)	Elizabeth, A. et al., 2012 (PMID:22232672)	Manual Entry
